12D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order,Age -group,Func_EF_flex_one,Function,ES_group,Study,Year ,Task,speed/acc (+ all speed tasks even if no matched with accuracy),speed/acc matched, x̅ ,SD,N  obs,Current Phe Mean,SD, x̅ ,SD,N  obs,,Order,Age -group,Func_EF_flex_one,Function,ES_group,Study,Year ,Task,speed/acc (+ all speed tasks even if no matched with accuracy),speed/acc matched, x̅ ,SD,N  obs,Current Phe Mean,SD, x̅ ,SD,N  obs
566,Children,EF-Reasoning and planning,EF-Reasoning and planning,,Duarte et al 2023,2023,Animal sorting,,,4.1100,1.800,27,,,4.07000,1.880,28,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
567,Children,Verbal STM/WM,Verbal STM/WM,,Duarte et al 2023,2023,Digit span,,,3.4800,0.800,27,,,3.79000,1.230,28,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
568,Children,EF-Inhibitory control,EF-Inhibitory control,,Duarte et al 2023,2023,IN-I (Inhibition),,,1.0400,0.298,27,,,1.04000,0.470,28,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
569,Children,EF-Inhibitory control,EF-Inhibitory control,,Duarte et al 2023,2023,IN-N (Naming),,,2.4400,4.880,27,,,1.04000,0.190,28,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
570,Children,EF-Inhibitory control,EF-Inhibitory control,,Duarte et al 2023,2023,IN-S (Switching),,,0.6100,0.186,27,,,0.65000,0.190,28,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
571,Children,Visual STM/WM,Visual STM/WM,,Duarte et al 2023,2023,Corsi Block task ,,,6.1100,2.550,27,,,6.14000,1.960,28,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
572,Children,EF-Sustained attention,EF-Sustained attention,,Duarte et al 2023,2023,Response set (auditory control and vigilence),,,31.3000,6.020,27,,,34.10000,3.560,28,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
573,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
574,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Manti et al 2023,2023,Choice detection-acc,accuracy,accuracy,60.7000,6.900,7,1311,278,64.00000,0.000,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
575,Adults,EF-Flexibility,EF-Flexibility,,Manti et al 2023,2023,Digit/symbol coding,,,51.4000,9.600,7,1311,278,69.00000,2.310,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
576,Adults,EF-Flexibility,EF-Flexibility,,Manti et al 2023,2023,Phonemic fluency,,,24.6000,12.800,7,1311,278,54.30000,8.900,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
577,Adults,EF-Flexibility,EF-Flexibility,,Manti et al 2023,2023,Semantic fluency ,,,42.6000,16.100,7,1311,278,51.40000,6.800,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
578,Adults,EF-Inhibitory control,EF-Inhibitory control,,Manti et al 2023,2023,Hayling sentence completion,,,8.9000,2.000,7,1311,278,10.00000,1.800,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
579,Adults,Higher Language Skills,Higher Language Skills,,Manti et al 2023,2023,Understanding of metaphors,,,2.3000,3.400,7,1311,278,5.00000,3.100,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
580,Adults,Language accuracy,Language accuracy,,Manti et al 2023,2023, Naming-accuracy,,,123.3000,17.100,7,1311,278,146.30000,15.000,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
581,Adults,Language accuracy,Language accuracy,,Manti et al 2023,2023,Nonword reading-accuracy,,,39.6000,0.500,7,1311,278,40.00000,0.500,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
582,Adults,Language accuracy,Language accuracy,,Manti et al 2023,2023,Spelling,,,29.1000,1.600,7,1311,278,30.00000,0.000,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
583,Adults,Language accuracy,Language accuracy,,Manti et al 2023,2023,Word reading-Accuracy,accuracy,,39.6000,0.500,7,1311,278,40.00000,0.320,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
584,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,,Manti et al 2023,2023,Simple detection-RT,speed,,664.0000,418.000,7,1311,278,287.00000,20.000,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
585,Adults,EF-Sustained attention,EF-Sustained attention,,Manti et al 2023,2023,RVP,speed,,526.1000,78.400,7,1311,278,332.70000,22.200,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
586,Adults,EF-Sustained attention,EF-Sustained attention,,Manti et al 2023,2023,RVP,accuracy,,17.4000,7.300,7,1311,278,6.40000,1.600,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
587,Adults,Verbal memory and learning,Verbal memory and learning,,Manti et al 2023,2023,Paired associates verbal learning ,,,7.3000,5.600,7,1311,278,38.90000,5.600,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
588,Adults,Verbal memory and learning,Verbal memory and learning,,Manti et al 2023,2023,Paired associates verbal learning ,,,1.3000,1.300,7,1311,278,6.30000,1.100,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
589,Adults,Verbal memory and learning,Verbal memory and learning,,Manti et al 2023,2023,Word-list learning,,,31.4000,5.400,7,1311,278,50.50000,4.600,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
590,Adults,Verbal memory and learning,Verbal memory and learning,,Manti et al 2023,2023,Word-list learning,,,5.8000,2.600,7,1311,278,11.10000,1.300,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
591,Adults,Verbal STM/WM,Verbal STM/WM,,Manti et al 2023,2023,Digit span,,,3.6000,1.000,7,1311,278,7.60000,0.500,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
592,Adults,Visuo motor control,Visuo motor control,,Manti et al 2023,2023,Grooved pegboard,speed,,83.9000,25.900,7,1311,278,64.10000,5.900,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
593,Adults,Visuo motor control,Visuo motor control,,Manti et al 2023,2023,Grooved pegboard,accuracy,,1.0000,1.800,7,1311,278,0.00000,0.000,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
594,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
595,Adults,Visual spatial attention speed,Visual spatial attention speed,,Manti et al 2023,2023,Choice detection-RT,speed,speed,485.0000,90.000,7,1311,278,384.00000,25.000,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
596,Adults,Visual spatial attention speed,Visual spatial attention speed,,Manti et al 2023,2023,Conjoined search-RT,speed,speed,1320.0000,394.000,7,1311,278,844.00000,55.000,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
597,Adults,Visual spatial attention speed,Visual spatial attention speed,,Manti et al 2023,2023,Detection w/distractors,speed,speed,507.0000,105.000,7,1311,278,404.00000,26.000,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
598,Adults,Visual spatial attention speed,Visual spatial attention speed,,Manti et al 2023,2023,Feature search,speed,speed,880.0000,282.000,7,1311,278,515.00000,53.000,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
599,Adults,Visual STM/WM,Visual STM/WM,,Manti et al 2023,2023,Corsi Block task ,,,4.2000,0.600,7,1311,278,8.70000,0.500,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
600,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,,Manti et al 2023,2023,Conjunction search-accuracy,accuracy,accuracy,32.6000,6.500,7,1311,278,35.40000,0.800,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
601,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,,Manti et al 2023,2023,Detection w/distractors,accuracy,accuracy,61.3000,6.500,7,1311,278,64.00000,0.700,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
602,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,,Manti et al 2023,2023,Feature search,accuracy,accuracy,33.0000,6.700,7,1311,278,36.00000,0.430,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
603,Adults,Verbal STM/WM,Verbal STM/WM,,Manti et al 2023,2023,Nonword repetition ,,,33.9000,5.900,7,1311,278,56.40000,3.800,7,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
604,Adults,EF-Inhibitory control-baseline,EF-Inhibitory control,ES_large,De Felice et al 2019,2019,Hayling Sentence Completion A-accuracy,accuracy,accuracy,1.4000,0.6,22,751,,1.30000,0.5,25,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.,1,1,1
,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
